,Product
5104,Lingabat
5105,Lingabat
5106,Lingabat
5107,"Lini

  Semen"
5108,"Lini

  Semen"
5109,Linipril
5110,Linipril
5111,Linipril
5112,Linipril
5113,Linipril
5114,"Linola

  Fett"
5115,Linola Fett 
5116,"Linola

  Urea"
5117,"Linoladiol

  N"
5118,"Lioton

  1000 Gel "
5119,Lipanor
5120,"Lipanthyl

  200 M"
5121,"Lipanthyl

  267 M"
5122,"Lipanthyl

  Supra"
5123,Lipertance 
5124,Lipertance 
5125,Lipertance 
5126,Lipertance 
5127,Lipertance 
5128,Lipobon 
5129,Lipocante
5130,Lipocante
5131,Lipocante
5132,"Lipofundin

  MCT/LCT 10%"
5133,"Lipofundin

  MCT/LCT 20%"
5134,Lipopres
5135,Lipopres
5136,"Lipovenoes

  10% PLR"
5137,Lisigamma
5138,Lisigamma
5139,Lisigamma
5140,Lisigamma
5141,"Lisinopril

  Sopharma"
5142,"Lisinopril

  Sopharma"
5143,"Lisinopril

  Sopharma"
5144,"Lisinopril

  Stada 10"
5145,"Lisinopril

  Tchaikapharma"
5146,"Lisinopril

  Tchaikapharma"
5147,"Lisinopril

  Unipharm"
5148,"Lisinopril

  Unipharm"
5149,"Lisinopril

  Unipharm"
5150,Lispecip
5151,Lispecip
5152,Lispecip
5153,Lisvy
5154,"Lithium

  Chloride 0,15 mmol/ml"
5155,Livial
5156,Lizopril
5157,Lizopril
5158,Lizopril
5159,"Locacid

  0,05% cream"
5160,Locatop 
5161,"Locoid

  Crelo"
5162,Locoid Lipocream 
5163,"Locoid

  Lipocream Cream 0,1%"
5164,Lodiric
5165,Lodiric
5166,Lodotra
5167,Lodotra
5168,Lodotra
5169,Lodoz
5170,Lodoz
5171,Lodoz
5172,Lofradyk
5173,Logest
5174,Lognif
5175,Lokren
5176,Lomexin
5177,Lomexin
5178,Loosyn
5179,Lopedium
5180,"Lopedium

  Plus"
5181,"Loperamid

  Stada"
5182,"Lopinavir/Ritonavir

  Accord"
5183,Loprilin
5184,Loprilin
5185,Loprilin
5186,Loramyc
5187,Lorano
5188,Lorapam
5189,Lorapam
5190,Loratadin
5191,"Loratadin

  10-SL"
5192,"Loratadin

  AL 10"
5193,"Loratadin

  Sopharma"
5194,"Loratadin

  Unipharm"
5195,Lordes
5196,Lordes 
5197,Lordestin
5198,Lordestin
5199,Loredin
5200,Loredin
5201,"Lorinden

  A"
5202,"Lorinden

  C"
5203,Lorinden N 
5204,Lorista
5205,Lorista
5206,Lorista
5207,Lorista 
5208,"Lorista

  H"
5209,"Lorista

  HD"
5210,Lorista HL 
5211,"Lornoxicam

  Rompharm"
5212,Lortanda
5213,Losarcon-Co
5214,Losarlen 
5215,"Losarlen

  H"
5216,"Losartan

  - Tchaikapharma"
5217,"Losartan

  - Tchaikapharma"
5218,"Losartan

  Genericon"
5219,"Losartan

  Pfizer"
5220,"Losartan

  Plus Esp Pharma"
5221,"Losartan

  Potassium Aurobindo"
5222,"Losec

  40 mg"
5223,"Losec

  Mups"
5224,Losmina
5225,Losmina
5226,Losmina
5227,Losmina
5228,Losmina
5229,Lostrazin
5230,Lotar
5231,Lotar
5232,"Loximed

  15"
5233,"Loximed

  7,5"
5234,Lozap
5235,Lozap
5236,Lozap
5237,"Lozap

  100"
5238,"Lozap

  12,5"
5239,"Lozap

  50"
5240,"Lozap

  H"
5241,"L-Thyroxin

  100 Berlin-Chemie"
5242,"L-Thyroxin

  150 Berlin-Chemie"
5243,L-Thyroxin 50 Berlin-Chemie 
5244,L-Thyroxin 75 Berlin-Chemie 
5245,Lucaratio
5246,Lucaratio
5247,Lucetam
5248,Lucetam
5249,Lucetam
5250,Lucetam
5251,Lucetam
5252,Lucetam
5253,Lucetam
5254,"Lucrin

  Daily"
5255,"Lucrin

  Depot"
5256,"Lucrin

  Depot"
5257,"Lucrin

  PDS Depot"
5258,"Lucrin

  PDS Depot"
5259,Ludiomil
5260,Ludiomil
5261,"Luffa

  comp. - Heel"
5262,"Luffa

  Compositum Heel"
5263,Lulina
5264,Lumax
5265,Lunaldin
5266,Lunaldin 
5267,Lunaldin 
5268,Lunaldin 
5269,Lunaldin 
5270,Lunaldin 
5271,Lusitrax
5272,Lusitrax
5273,Lusitrax
5274,Lusitrax
5275,Lusopress
5276,Lutinus
5277,"Lutrate

  Depot"
5278,"Lutrate

  Depot"
5279,"Lutrate

  Depot"
5280,Luvinsta
5281,Luxfen
5282,"Luxfen

  Combi"
5283,Luxtanor
5284,Luxtanor
5285,Lydol
5286,Lymphomyosot
5287,Lymphomyosot 
5288,Lymphomyosot 
5289,Lynetoril
5290,Lysthenon
5291,Lysthenon
5292,Lysthenon
5293,Lysthenon
5294,Lyvam
5295,Lyvam 
5296,Lyvam 
5297,Lyvam 
5298,Lyvman
5299,
5300,"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.

  България"
5301,
5302,"търговско

  наименование:"
5303,
5304,Mabron
5305,Mabron 
5306,"Mabron

  MR"
5307,"Mabron

  MR"
5308,"Mabron

  MR"
5309,Macmiror
5310,"Macmiror

  Complex"
5311,"Macmiror

  Complex"
5312,Macropen
5313,Macropen
5314,Macrotec
5315,Macrotec 
5316,Macrotet
5317,Madopar
5318,Madopar
5319,"Madopar

  HBS"
5320,"Madras

  MR"
5321,"Madras

  MR"
5322,"Magne

  B6"
5323,Magnegita
5324,Magnerich
5325,Magnerot
5326,"Magnesium

  Diasporal"
5327,Magnesium Diasporal 
5328,"Magnesium

  Diasporal 300"
5329,"Magnesium

  Diasporal Direct"
5330,"Magnesium

  Sulphate Galen - pharma"
5331,"Magnesium

  Sulphate Toni - M"
5332,Magnesium Sulphate VT 
5333,Magnetolux
5334,Magnevit
5335,Maltofer
5336,Maltofer
5337,"Maltofer

  Fol"
5338,Maninil
5339,Maninil 
5340,"Mannitol

  15%"
5341,"Mannitol

  B. Braun"
5342,"Mannitol

  BAXTER"
5343,"Mannitol

  Biopharm"
5344,"Mannitol

  Biopharm"
5345,Maprazax
5346,Maprazax
5347,Maprazax
5348,Marbeta
5349,Marbeta
5350,Marbeta
5351,"Marcaine

  Spinal"
5352,"Marcaine

  Spinal Heavy"
5353,Marvelon
5354,Massido
5355,Mastodynon
5356,Mastodynon
5357,"Maurers

  Krautergarten Original Schwedenbitter aus 32 krautern"
5358,Maxalt 
5359,Maxalt 
5360,"Maxalt

  RPD"
5361,"Maxalt

  RPD"
5362,Maxidex
5363,Maxidex 
5364,Maxipime 
5365,Maxitrol
5366,Maxitrol
5367,Maxitrol
5368,Maysiglu
5369,Maysiglu
5370,Maysiglu
5371,Mealgin
5372,Meaxin 
5373,Meaxin 
5374,Mecolzine
5375,Mecorlong
5376,Mecorlong
5377,Mecorlong
5378,Medabon 
5379,"Medabon combipaK of

  Mifepristone "
5380,Medaxone
5381,Medaxone
5382,"Medicinal

  Liquid Oxygen Air Liquide Bulgaria"
5383,"Medicinal

  Liquid Oxygen Prescriptia"
5384,Medikinet
5385,Medikinet
5386,Medikinet
5387,"Medikinet

  MR"
5388,"Medikinet

  MR"
5389,"Medikinet

  MR"
5390,"Medikinet

  MR"
5391,"Medikinet

  MR"
5392,Medocapron
5393,Medocef
5394,Medocef
5395,Medoclav
5396,Medoclav
5397,Medoclav
5398,Medoclav 
5399,Medoclav 
5400,"Medoclav

  1,2"
5401,"Medoclav

  Bis"
5402,"Medoclav

  Forte"
5403,Medoclor
5404,Medoclor
5405,Medoclor
5406,Medoclor Forte 
5407,Medofloxine
5408,Medoflucon
5409,Medoflucon
5410,Medoflucon
5411,Medopexol
5412,Medopexol
5413,Medopride
5414,Medorisper
5415,Medorisper
5416,Medorisper
5417,Medorisper
5418,Medospamox
5419,Medostatin
5420,Medosulpide
5421,Medphalgin
5422,Medphalgin
5423,Medrol
5424,Medulac-WM
5425,Meglimid
5426,Meglimid
5427,Meglimid
5428,Meglimid
5429,Meglimid
5430,Meglucon 
5431,Meglucon 
5432,"Meglucon

  XR"
5433,"Meglucon

  XR"
5434,"Meglucon

  XR"
5435,Melbek
5436,Melbek
5437,"Melbek

  Fort"
5438,"Melisana

  Klosterfrau Melissengeist Distillate"
5439,"Melkart

  Duo"
5440,"Melkart

  Duo"
5441,Melkidos
5442,Melleva
5443,Mellizide
5444,Mellizide
5445,Melocort 
5446,Melox
5447,Melox
5448,Melox 
5449,Meloxicam - Ratiopharm 
5450,Meloxicam - Ratiopharm 
5451,"Meloxicam

  DS"
5452,"Melphalan

  Pharmexon"
5453,"Memantine

  Chanelle Medical"
5454,Memantine Cipla 
5455,Memantine Cipla 
5456,"Memantine

  Glenmark"
5457,"Memantine

  Glenmark"
5458,"Memantine

  Sopharma"
5459,"Memantine

  Stada"
5460,"Memantine

  Teva"
5461,"Memantine

  Teva"
5462, 
5463,Memigmin
5464,Memoplant
5465,Memotropil
5466,Memotropil
5467,Mendilex
5468,"Meningococcal

  Polysaccharide Vaccine A + C"
5469,Menkart 
5470,Menkart 
5471,Menogon 
5472,Menoinfex
5473,Menoinfex
5474,Menopur
5475,Menopur
5476,Menopur
5477,"Menotrophin

  LG"
5478,"Menotrophin

  LG"
5479,"Menthol

  Galen - Pharma"
5480,Mepivastesin
5481,Meprene
5482,Meprezor 
5483,Meprezor 
5484,Meprezor 
5485,Meralys
5486,Meralys
5487,Mercilon
5488,Merinfec 
5489,Meriofert
5490,Meriofert
5491,Meriofert 150 IU 
5492,Meriofert 75 IU 
5493,Meriofert PFS 150 IU 
5494,Meriofert PFS 75 IU 
5495,Merional
5496,Merional
5497,Meronem
5498,Meronem
5499,Meronem Kabi 
5500,Meronem Kabi 
5501,Meronem Rambaxy 
5502,Meronem Rambaxy 
5503,Merope
5504,Merope
5505,"Meropenem

  - Tchaikapharma"
5506,Meropenem - Tchaikapharma 
5507,"Meropenem

  Accord"
5508,"Meropenem

  AptaPharma"
5509,"Meropenem

  AptaPharma"
5510,Meropenem AvantX 
5511,Meropenem AvantX 
5512,"Meropenem

  Fanpharma"
5513,"Meropenem

  Fanpharma "
5514,"Meropenem

  GSK"
5515,"Meropenem

  GSK"
5516,"Meropenem

  Hospira"
5517,"Meropenem

  Hospira"
5518,"Meropenem

  Kabi"
5519,"Meropenem

  Kabi"
5520,"Meropenem

  Panpharma"
5521,"Meropenem

  Panpharma"
5522,"Meropenem

  Ranbaxy"
5523,"Meropenem

  Ranbaxy"
5524,Mersinol 
5525,Mersinol 
5526,Mersinol 
5527,Mersinol 
5528,Mesalazin Sopharma 
5529,"Mesalazin

  Unipharm"
5530,Mesopral 
5531,Mesopral 
5532,Mestinon
5533,"Meta

  - Idobenyluanidine For Diagnostik Use"
5534,"Metadon

  Alkaloid"
5535,"Metamizole

  Kalceks"
5536,"Metamizole

  KRKA"
5537,"Metamizole

  Sodium VP"
5538,Metastron
5539,"Metastron

  150 MBq/4 ml"
5540,Metfocon
5541,Metfocon
5542,Metfocon
5543,Metfodiab
5544,Metfodiab
5545,Metfodiab
5546,Metfogamma
5547,Metfogamma
5548,Metfogamma
5549,"Metfogamma

  1 000"
5550,"Metfogamma

  500"
5551,"Metfogamma

  850"
5552,"Metformin

  - DC"
5553,"Metformin

  - DC"
5554,"Metformin

  - DC"
5555,"Metformin

  - Tchaikapharma"
5556,"Metformin

  Ecopharm"
5557,"Metformin

  Ecopharm"
5558,"Metformin

  Ecopharm"
5559,"Metformin

  Generics"
5560,"Metformin

  Generics"
5561,"Metformin

  Generics"
5562,Metformin Hexal 
5563,"Metformin

  Hydrochloride Phoenix"
5564,"Metformin

  Hydrochloride Phoenix"
5565,"Metformin

  Hydrochloride Phoenix"
5566,"Metformin

  Juta"
5567,"Metformin

  Juta"
5568,"Metformin

  Juta"
5569,Metformin Sandoz 
5570,"Methadone

  Sopharma"
5571,"Methadone

  Unipharm"
5572,Methasan
5573,Methergin
5574,Methering
5575,"Methotrexat

  Ebewe"
5576,"Methotrexat

  Ebewe"
5577,"Methotrexat

  Ebewe"
5578,"Methotrexat

  Ebewe"
5579,"Methotrexat

  Lachema"
5580,"Methotrexate

  Accord"
5581,"Methylphenidate

  Actavis"
5582,"Methylphenidate

  Actavis"
5583,"Methylphenidate

  Actavis"
5584,"Methylphenidate

  Actavis"
5585,"Methylprednisolon

  Cortico"
5586,Methylprednisolon Cortico 
5587,"Methylprednisolone

  - Teva"
5588,"Methylprednisolone

  Sopharma"
5589,Methylprednisolone Sopharma 
5590,Methylprednisolone Sopharma 
5591,Methylprednisolone Sopharma 
5592,Methylprednisolone Sopharma 
5593,Methylprednisolone-Tchaikapharma
5594,Metizol
5595,Metocor
5596,Metocor
5597,Metocor
5598,Metoject
5599,"Metoject

  PEN"
5600,"Metoject

  PEN"
5601,"Metoject

  PEN"
5602,"Metoject

  PEN"
5603,"Metoject

  PEN"
5604,"Metoject

  PEN"
5605,"Metoject

  PEN"
5606,"Metoject

  PEN"
5607,"Metoject

  PEN"
5608,"Metoject

  PEN"
5609,Metopirone  
5610,"Metoprolol

  Meda"
5611,"Metoprolol

  Polpharma"
5612,"Metoprolol

  Polpharma"
5613,"Metoprolol

  Polpharma"
5614,Metoprolol Polpharma 
5615,"Metoprolol

  Stada"
5616,"Metoprolol

  Stada"
5617,"Metoprolol

  Stada 100"
5618,Metoprolol Stada 200 Retard 
5619,"Metoprolol

  Stada 50"
5620,"Metoprolol

  Tartrate Accord"
5621,"Metoprolol

  Tartrate Accord"
5622,Metoprolol Tartrate Intas 
5623,Metoprolol Tartrate Intas 
5624,"Metoprolol

  TRATRATE INTAS"
5625,Metostad
5626,Metostad
5627,Metostad
5628,Metostad
5629,"Metostad

  CR"
5630,"Metostad

  CR"
5631,"Metostad

  CR"
5632,"Metostad

  CR"
5633,Metracim
5634,Metracim
5635,Metracim
5636,Metracim
5637,Metris
5638,Metronidazole ABR 
5639,"Metronidazole

  BIOPHARM"
5640,"Metronidazole

  Fresenius"
5641,"Metronidazole

  i,v, Braun"
5642,Metrosa
5643,Mexia
5644,Mexia
5645,Mexia 
5646,Mezavant
5647,Mezoprele
5648,Mezoprele
5649,"Mezym

  Forte"
5650,Miacalcic
5651,"Micafungin

  Rompharm"
5652,"Micafungin

  Teva"
5653,"Micafungin

  Teva"
5654,Micetail
5655,Micetal 
5656,Micetal 
5657,Micetal 
5658,Microlax
5659,Microser
5660,Microser
5661,"Midazolam

  CHIESI"
5662,"Midazolam

  CHIESI"
5663,"Midazolam

  Kalceks"
5664,"Midazolam

  Medex"
5665,Midazolam Medex 
5666,"Midazolam

  Panpharma"
5667,"Midazolam

  Panpharma"
5668,Midiana
5669,"Midiana

  28"
5670,Mifegyne 
5671,"Mifepristone

  Linepharma"
5672,"MIG

  - 400"
5673,"MIG

  for children"
5674,"MIG

  Junior"
5675,"Miglustat

  G.L."
5676,Migratrip
5677,Migtan
5678,Milalgin 
5679,Milgamma
5680,"Milgamma

  100"
5681,Milgamma N 
5682,Milgamma N 
5683,"Milgamma

  NA Injekt"
5684,"Milgamma

  Protect"
5685,Milligest 
5686,Milorofen
5687,Milorofen
5688,Milosartan
5689,Milosartan
5690,Milsertan
5691,Milurit
5692,Milurit
5693,Milurit
5694,Milurit
5695,"Mincycline

  Ecopharm"
5696,Minidiab
5697,Minirin
5698,Minirin
5699,Minirin
5700,Minirin Melt 
5701,Minirin Melt 
5702,Minirin Melt 
5703,Miram
5704,Mirapril
5705,Mirapril
5706,Mirapril
5707,Mirapril
5708,Mirena
5709,"Mirtazapine

  Aurobindo"
5710,"Mirtazapine

  Aurobindo"
5711,"Mirtazapine

  Aurobindo"
5712,"Mirtazapine

  Bluefish"
5713,"Mirtazapine

  Bluefish"
5714,"Mirtazapine

  Bluefish"
5715,Mirzaten
5716,Mirzaten
5717,"Mirzaten

  Q-Tab"
5718,"Mirzaten

  Q-Tab"
5719,"Mirzaten

  Q-Tab"
5720,Misodel
5721,MisoOne
5722,"Mitomycin

  - С Kyowa "
5723,"Mitomycin

  - С Kyowa "
5724,"Mitomycin

  Accord"
5725,"Mitomycin

  Accord"
5726,"Mitomycin

  Accord"
5727,"Mitoxantron

  EBEWE"
5728,"Mivara

  SR"
5729,"Mixtura

  Alba"
5730,"Mixtura

  Alba Galen - Pharma"
5731,"M-M-R

  II"
5732,Mobilat 
5733,Mobilat 
5734,"Moclobemide

  Sopharma"
5735,Modersone
5736,Modersone
5737,"Moditen

  Depo"
5738,Moduxin MR
5739,Moex
5740,Moex
5741,Mogilarta
5742,Mogilarta
5743,Mogilarta
5744,Molaxole 
5745,Moloxin
5746,Moloxin
5747,Molsidomin
5748,"Molsidomin

  WZF"
5749,Momanose
5750,Momederm 
5751,Momederm 
5752,Momedern
5753,Momendol
5754,Momerid
5755,"Mometasone

  ABR"
5756,"Mometasone

  Furoate Auden"
5757,"Mometasone

  Furoate Auden"
5758,"Mometasone

  furoate Cipla"
5759,"Mometasone

  Sandoz"
5760,"Mometasone

  Sandoz"
5761,"Mometasone

  Teva"
5762,Monart
5763,Monart
5764,Monart
5765,"Moniyot

  - 131"
5766,"Moniyot

  - 131 Capsule D"
5767,MONIYOT-131
5768,"MONIYOT-131

  Capsule T"
5769,Monkasta 
5770,Monkasta 
5771,Monkasta 
5772,Monlucare
5773,Monlucare
5774,Monlucare
5775,Monofer
5776,Monopril
5777,Monopril
5778,Monoprost
5779,Monoprost
5780,Monozide
5781,Montecon 
5782,Montecon 
5783,Montecon 
5784,Montek 
5785,Montelex
5786,Montelex
5787,Montelex
5788,Montelex 
5789,Montelugen
5790,Montelukast Accord 
5791,Montelukast Accord 
5792,Montelukast Accord 
5793,"Montelukast

  Cipla"
5794,"Montelukast

  Cipla"
5795,"Montelukast

  Cipla"
5796,"Montelukast

  GSK"
5797,"Montelukast

  GSK"
5798,"Montelukast

  GSK"
5799,Montelukast Synthon 
5800,Montelukast Synthon 
5801,Montelukast Synthon 
5802,Monural
5803,Morivid
5804,"Morphine

  Sopharma"
5805,"Morphine

  Sopharma"
5806,Motilium
5807,Movalis
5808,Movalis
5809,Movalis
5810,Movalis
5811,Movalis
5812,Movicol
5813,"Movicol

  Lax"
5814,Moviprep 
5815,Movix
5816,Movix
5817,Movix
5818,Movix
5819,Moxi
5820,"Moxifloxacin

  Kabi"
5821,"Moxifloxacin

  Rivopharm"
5822,"Moxifloxacin

  Rompharm"
5823,Moxifloxan
5824,Moxiquin
5825,Moxistad
5826,Moxogamma
5827,Moxogamma
5828,Moxogamma
5829,Moxonigen
5830,Moxonigen
5831,Moxotens
5832,Moxotens
5833,Moxotens
5834,"MST

  Continus"
5835,"MST

  Continus"
5836,"MST

  Continus"
5837,"MST

  Continus"
5838,Mucoangin
5839,"Mucofalk

  Orange"
5840,Mucogrip
5841,Mucohelix
5842,Mucolisin 
5843,Mucolisin 
5844,"Muconasal

  Plus"
5845,"Mucoplant

  Anisol"
5846,"Mucoplant

  cough syrup Ivy"
5847,Mucoplant Eukalyptus 
5848,"Mucoplant

  Eukalyptus Erkaeltungs-balsam S"
5849,"Mucoplant Spitzwegerich

  Hustensaft "
5850,"Mucosin

  Zentiva"
5851,Mucosoft
5852,"Mucosoft

  Complex"
5853,Mucosolvan
5854,Mucosolvan
5855,Mucosolvan
5856,Mucosolvan
5857,"Mucosolvan

  MAX"
5858,Multiferon 
5859,MultiLac
5860,MultiLac 
5861,Mupirodermal
5862,Mupironasal
5863,Musant 
5864,Musant 
5865,Mustophoran
5866,Myakell 
5867,Myakell 
5868,Myakell 
5869,Myakell 
5870,Mycodefen
5871,"Mycofenolate

  Mofetil Actavis"
5872,Mycomax
5873,Myconafine
5874,Myconafine
5875,Myconafine 
5876,Mycophenolate Mofetil Accord 
5877,"Mycophenolate

  Mofetil Mylan"
5878,"Mycophenolate

  Mofetil Sandoz"
5879,"Mycophenolic

  Acid Accord"
5880,"Mycophenolic

  Acid Accord"
5881,"Mycophenolic

  Acid Teva"
5882,Mycosyst
5883,Myden
5884,Myden
5885,Myden
5886,Mydfrin
5887,Mydocalm
5888,Mydrane
5889,Myfortic
5890,Myfortic
5891,Myleran
5892,Myoview
5893,Myoview
5894,Myprofen 
5895,Myrtol
5896,MYWY
5897,
5898,"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.

  България"
5899,
5900,"търговско

  наименование:"
5901,
5902,Naclof
5903,Naclofen 
5904,Nadixa
5905,Naklofen
5906,Naklofen
5907,Naklofen
5908,"Naklofen

  duo"
5909,"Naklofen

  SR"
5910,Nalgesin
5911,Nalgesin 
5912,"Nalgesin

  Forte"
5913,Naloxon
5914,Naloxon WZF 
5915,Naltrexone Accord 
5916,Namaxir
5917,Namaxir
5918,Namaxir
5919,Namaxir
5920,Naniprus
5921,Nanocoll
5922,Nanocoll 
5923,Nantarid
5924,Nantarid
5925,Nantarid
5926,Nantarid
5927,"Napha-nasal

  Adipharm"
5928,"Naproxen

  Actavis"
5929,Nasacort
5930,"Nasacort

  AQ"
5931,Nasic
5932,Nasic 
5933,"Nasic

  Kids"
5934,Naso - Heel S 
5935,Nasonex
5936,Nasostad
5937,"Natrii

  Chloridum Biopharm"
5938,"Natrium

  Bromatum Sopharma"
5939,"Natrium

  Chloratum Sopharma"
5940,"Natrium

  Chlorid Alkaloid"
5941,"Natrium

  Chlorid Braun"
5942,"Natrium

  Chlorid Braun"
5943,"Natrium

  Chloride"
5944,"Natrium

  Chloride 0,9% + Glucose 5% Actavis"
5945,Natrixam
5946,Natrixam
5947,"Natural

  Senna Laxative"
5948,Navelbine
5949,Navelbine
5950,Navelbine
5951,Navelbine
5952,Navoban
5953,Navoban
5954,Nazopass
5955,Nazopass
5956,Nebacop
5957,Nebicard
5958,Nebicor
5959,Nebido
5960,Nebilan
5961,Nebilet
5962,"Nebilet

  Plus"
5963,"Nebilet

  Plus"
5964,Nebitrix
5965,Nebivocon
5966,"Nebivolol

  - Teva "
5967,"Nebivolol

  Actavis"
5968,"Nebivolol

  Ecopharm"
5969,"Nebivolol

  Sandoz"
5970,"Nebivolol/Hydrochlorothiazide

  Accord"
5971,"Nebivolol/Hydrochlorothiazide

  Teva"
5972,Nebizita
5973,Nebremel
5974,"Neiraxin

  В "
5975,NeisVac-C
5976,Nelidix
5977,Nelladel Complex 
5978,"Neo

  - Angin"
5979,Neo - Angin Cherry 
5980,"Neo

  - Angin Sage"
5981,"Neo

  - Angin Sugar Free"
5982,"Neo

  - Bronchin"
5983,"Neo

  Tyrcine  Lemon"
5984,"Neo

  Tyrcine  Menthol"
5985,"Neo

  Tyrcine  Menthol"
5986,Neoamoclav
5987,Neoamoclav
5988,Neo-angin
5989,"Neo-angin

  cherry"
5990,"Neo-Angin

  sage"
5991,Neoaripi 
5992,Neocef
5993,"Neodipin

  Bes - T"
5994,"Neodipin

  Bes - T"
5995,Neodolpasse 
5996,Neofloxacin
5997,Neoformin 
5998,Neoformin 
5999,Neofuroxime
6000,Neofuroxime
6001,Neoglim
6002,Neoglim
6003,Neoglim
6004,Neoglim
6005,Neoglinid
6006,Neoglinid
6007,Neoglinid
6008,Neomycinum
6009,"Neomycinum

  TN"
6010,Neopamid
6011,"Neopamid

  SR"
6012,Neophyr
6013,Neophyr
6014,Neophyr
6015,Neorami
6016,Neorami
6017,"Neorisp

  1"
6018,Neorisp 2 
6019,Neorisp 3 
6020,Neorisp 4 
6021,Neoroso
6022,Neoroso
6023,Neosara
6024,Neosara 
6025,Neosara-Co
6026,Neosara-Co
6027,Neosimva
6028,Neosimva
6029,Neosimva
6030,Neosorbid
6031,Neosorbid
6032,Neosorbid 
6033,Neotecan
6034,Neotigason
6035,Neotigason
6036,"Neotri

  MR"
6037,Neoxell
6038,Neoxell
6039,Nergolin
6040,Nervamat
6041,Nervamat
6042,Nervamat
6043,Nervamat
6044,"Nervoheel

  N"
6045,"Neuair

  Airmaster"
6046,"Neuair

  Airmaster"
6047,"Neuair

  Airmaster"
6048,Neupogen 
6049,Neupogen 
6050,"Neupogen

  Singleject"
6051,"Neupogen

  Singleject"
6052,Neurexan
6053,Neurobex 
6054,Neurolax 
6055,Neurolipon-MIP
6056,Neurontin
6057,Neurontin
6058,Neurontin
6059,Neurotop
6060,"Neurotop

  Retard"
6061,"Neurotop

  Retard"
6062,Nevolen
6063,"Nevotens

  Plus"
6064,Nexetin
6065,Nexetin
6066,Nexium
6067,Nexium
6068,Nexium
6069,Nexium
6070,Nexodal 
6071,Nexopral
6072,Nexopral 
6073,Nibix
6074,Nibix
6075,"Nicorette

  Berrymint"
6076,"Nicorette

  Clear"
6077,"Nicorette

  Clear"
6078,"Nicorette

  Clear"
6079,"Nicorette

  Freshmint"
6080,"Nicorette

  Freshmint"
6081,Nicorette Freshmint 
6082,"Nicorette

  Icemint"
6083,"Nicorette

  Icemint"
6084,"Nicorette

  Invisipatch"
6085,"Nicorette

  Invisipatch"
6086,"Nicorette

  Spray"
6087,"Nicotinell

  14 mg/24 h"
6088,"Nicotinell

  21 mg/24 h"
6089,"Nicotinell

  7 mg/24 h"
6090,"Nifedipin

  Actavis"
6091,"Nifedipin

  SR Actavis"
6092,"Nifedipin

  SR Actavis"
6093,Nimed
6094,Nimesil
6095,"Nimotop

  S"
6096,"Nimotop

  S"
6097,"Nintrous

  Medicinal SOL"
6098,NIONTIX
6099,"Nitrendipin

  Actavis"
6100,Nitrocor
6101,Nitroglycerin PH&T 
6102,"Nitrolingual

  Spray"
6103,Nitrolong
6104,"Nitronal

  Aqueous"
6105,"Nitrous

  Oxide"
6106,Nitrous oxide Medicinal SOL 
6107,"Nitrous

  Oxide Messer"
6108,Nitroxolin-MIP Forte 
6109,Nivalin
6110,Nivalin
6111,Nivalin
6112,Nivalin
6113,Nivalin
6114,Nivalin 
6115,Nizoral
6116,Nizoral
6117,Nizoral
6118,Noacid
6119,Noacid
6120,Noax 
6121,Noclaud
6122,Noclaud
6123,Noctissin
6124,Noctissin
6125,Nodom
6126,Nodurna
6127,Nodurna
6128,Noepix
6129,Noepix
6130,Noepix
6131,Noepix
6132,Noepix
6133,Noflamen
6134,Noflamen
6135,Nogron
6136,Nogron
6137,Nogron
6138,Nogron
6139,Nogron
6140,Nogron
6141,Nolicin
6142,Noliprel
6143,Noliprel
6144,"Noliprel

  Bi-Forte"
6145,"Noliprel

  Forte"
6146,"Noliprel

  Forte"
6147,Noliterax
6148,Nolpaza
6149,Nolpaza
6150,Nolpaza 
6151,"Nolpaza

  Control"
6152,Nolvadex
6153,Nootropil
6154,Nootropil
6155,Nootropil
6156,Nootropil
6157,Nootropil 
6158,Nordipin
6159,Nordipin
6160,"Norditropin

  SimpleXx"
6161,Norepinephrine Sopharma 
6162,Normaglyc
6163,Normaglyc 
6164,Normaglyc 
6165,Normatin
6166,Normeg
6167,Normeg
6168,Normeg
6169,Normeg
6170,Normix
6171,Normix
6172,Normix 
6173,Normobradine
6174,Normobradine
6175,Normodiab
6176,"Normodiab

  MR"
6177,"Normodiab

  MR"
6178,Normodipine
6179,Normodipine
6180,Norprolac
6181,Norprolac
6182,Norprolac
6183,Norsulfazol Kupro 
6184,"Norsulfazol

  Toni -M"
6185,"Norsulfazol

  VT"
6186,Nortivan
6187,Nortivan
6188,"Nortivan

  Neo"
6189,"Nortivan

  Neo"
6190,"Nortivan

  Neo"
6191,NORTIVANCOMBI
6192,NORTIVANCOMBI
6193,NORTIVANCOMBI
6194,Norvasc
6195,Norvasc
6196,No-Spa
6197,No-Spa
6198,"No-Spa

  Comfort"
6199,"No-Spa

  Max"
6200,Nospalgin
6201,Novofem
6202,Novphyllin
6203,Novynette
6204,Novynette
6205,Novynette
6206,"Novynette

  28"
6207,Nulsora 
6208,Nurofen
6209,Nurofen
6210,"Nurofen

  Active"
6211,"Nurofen

  Active"
6212,"Nurofen

  Express"
6213,"Nurofen

  Express Forte"
6214,"Nurofen

  Femina Forte"
6215,"Nurofen

  for Children"
6216,"Nurofen

  for Children"
