Product,Strength
Metoject  PEN,30 mg solution for  injection in pre-filled pen
Metoject  PEN,"250 mg capsules, soft"
Metoject  PEN,50 mg tablets
Metoject  PEN,100 mg prolonged -  release tablets
Metoject  PEN,200 mg prolonged -  release tablets
Metoject  PEN,50 mg prolonged -  release tablets
Metoject  PEN,25mg proL-release  tablets
Metoject  PEN,100 mg tablets
Metoject  PEN,50 mg tablets
Metopirone,tabl. 100 mg x 20; x 30;  x 50; x 100
Metoprolol  Meda,200 mg prolonged release  tablets
Metoprolol  Polpharma,tabl. 50 mg x 20; x 30;  x 50; x 100
Metoprolol  Polpharma,100 mg tablets
Metoprolol  Polpharma,50 mg tablets
Metoprolol Polpharma,50 mg tablets
Metoprolol  Stada,100 mg tablets
Metoprolol  Stada,50 mg tablets
Metoprolol  Stada 100,100 mg prolonged - release tablets
Metoprolol Stada 200 Retard,200 mg prolonged -  release tablets
Metoprolol  Stada 50,25 mg prolonged -  release tablets
Metoprolol  Tartrate Accord,50 mg prolonged -  release tablets
Metoprolol  Tartrate Accord,"23,75 mg prolonged -  release tablets"
Metoprolol Tartrate Intas,"47,5 mg prolonged -  release tablets"
Metoprolol Tartrate Intas,95 mg prolonged - release tablets
Metoprolol  TRATRATE INTAS,190 mg prolonged -  release tablets
Metostad,190 mg prolonged -  release tablets
Metostad,"23,75 mg prolonged -  release tablets"
Metostad,"47,5 mg prolonged -  release tablets"
Metostad,95 mg prolonged -  release tablets
Metostad  CR,5 mg/ml solution for  infusion
Metostad  CR,500 mg/100 ml solution  for infusion
Metostad  CR,500 mg/100 ml solution  for infusion
Metostad  CR,500 mg/100 ml solution  for infusion
Metracim,500 mg/100 ml solution  for infusion
Metracim,"0,75 % gel"
Metracim,20 mg film - coated  tablets
Metracim,10 mg film - coated  tablets
Metris,"initiation pack 5 mg, lO  mg, 15 mg, 20 mg film - coated tablets"
Metronidazole ABR,1200 mg gastro -  resistant prolonged release tablets
Metronidazole  BIOPHARM,20 mg gastro-resistant  capsules
Metronidazole  Fresenius,40 mg gastro-resistant  capsules
"Metronidazole  i,v, Braun",10 000 Eur. Ph. U.  gastro - resistant tablets
Metrosa,100 IU/ml solution for  injection
Mexia,50 mg powder for  solution for infusion
Mexia,50 mg powder for  solution for infusion
Mexia,100 mg powder for  solution for infusion
Mezavant,"1 % cutaneous spray,  solution"
Mezoprele,1 % gel
Mezoprele,"1 % cutaneous spray,  solution"
Mezym  Forte,1 % cream
Miacalcic,"4,465 g/0,45 g/0,0645  g/5 ml rectal solution"
Micafungin  Rompharm,"drops 1,25 g/100 ml - 30  ml"
Micafungin  Teva,tabl. 8 mg x 50
Micafungin  Teva,sol. inj. 5 mg/ml
Micetail,sol. inj. 1 mg/ml
Micetal,5 mg/ml solution for  injection/infusion
Micetal,5 mg/ml solution for  injection
Micetal,1 mg/ml solution for  injection
Microlax,5 mg/ml solution for  injection
Microser,1 mg/ml solution for  injection
Microser,"3 mg/0,03 mg film -  coated tablets"
Midazolam  CHIESI,"3 mg/0,03 mg film - coated  tablets"
Midazolam  CHIESI,200 mg tablets
Midazolam  Kalceks,200 mg tablet
Midazolam  Medex,400 mg film - coated  tablets
Midazolam Medex,20 mg/ml oral suspension
Midazolam  Panpharma,40 mg/ml oral suspension
Midazolam  Panpharma,"100 mg capsules, hard"
Midiana,10 mg oral gel
Midiana  28,"2,5 mg film - coated  tablets"
Mifegyne,500 mg effervescent  tablets
Mifepristone  Linepharma,50 mg/250 micrograms  coated tablets
MIG  - 400,100 mg/100 mg coated  tablets
MIG  for children,100 mg/100 mg/1 mg/20  mg/2 ml solution for injection
MIG  Junior,"40 mg/90 mg/250  micrograms capsules, soft"
Miglustat  G.L.,100 mg/50 mg/ml solution  for injection
Migratrip,300 mg film - coated  tablets
Migtan,coated tablets
Milalgin,200 mg/50 mg tablets
Milgamma,200 mg film - coated  tablets
Milgamma  100,100 mg film - coated  tablets
Milgamma N,50 mg film - coated  tablets
Milgamma N,80 mg tablets
Milgamma  NA Injekt,100 mg tablets
Milgamma  Protect,300 mg tablets
Milligest,150  mg tablets
Milorofen,200  mg tablets
Milorofen,"100 mg capsules, hard"
Milosartan,5 mg tablets
Milosartan,"0,1 mg tablets"
Milsertan,"0,2 mg tablets"
Milurit,"10 micrograms/ dose  nasal spray, solution"
Milurit,60 micrograms oral  liophilisate
Milurit,120 micrograms oral  liophilisate
Milurit,240 micrograms oral  liophilisate
Mincycline  Ecopharm,"0,2 mg tablets"
Minidiab,"1,25 mg hard capsules"
Minirin,"2,5 mg hard capsules"
Minirin,5 mg hard capsules
Minirin,10 mg hard capsules
Minirin Melt,20 micrograms/24 h  intrauterine delivery system
Minirin Melt,15 mg orodispersible  tablets
Minirin Melt,30 mg orodispersible  tablets
Miram,45 mg orodispersible  tablets
Mirapril,15 mg orodispersible  tablets
Mirapril,30 mg orodispersible  tablets
Mirapril,45 mg orodispersible  tablets
Mirapril,30 mg film - coated  tablets
Mirena,45 mg film - coated tablets
Mirtazapine  Aurobindo,15 mg orodispersible  tablets
Mirtazapine  Aurobindo,30 mg orodispersible  tablets
Mirtazapine  Aurobindo,45 mg orodispersible  tablets
Mirtazapine  Bluefish,200 micrograms vaginal  delivery system
Mirtazapine  Bluefish,400 micrograms tablets
Mirtazapine  Bluefish,20 mg powder for  solution for injection
Mirzaten,10 mg powder for  solution for injection
Mirzaten,10  mg powder for solution for injection/infusion or intravesical use
Mirzaten  Q-Tab,2 mg powder for solution  for injection/infusion or intravesical use
Mirzaten  Q-Tab,20 mg powder for  solution for injection/infusion or intravesical use
Mirzaten  Q-Tab,2 mg/ml concentrate for  solution for infusion
Misodel,"1,5 mg prolonged -  release tablets"
MisoOne,susp. cut. - 40 g
Mitomycin  - С Kyowa,4 g/40 g cutaneous  suspension
Mitomycin  - С Kyowa,"powd. inj. vial 1 dose +  solv. pre-filled syr. with fixed needle 0,5 ml x 1"
Mitomycin  Accord,cream
Mitomycin  Accord,gel
Mitomycin  Accord,tabl. film 150 mg x 30
Mitoxantron  EBEWE,"0,1% cream"
Mivara  SR,"0,1% ointment"
Mixtura  Alba,25 mg/ml solution for  injection
Mixtura  Alba Galen - Pharma,35 mg prolonged -  release tablets
M-M-R  II,15 mg film - coated  tablets
Mobilat,"7,5 mg film - coated  tablets"
Mobilat,"40 mg/12,5 mg tablets"
Moclobemide  Sopharma,"80 mg/12,5 mg tablets"
Modersone,80 mg/25 mg tablets
Modersone,powder for oral solution
Moditen  Depo,400 mg film - coated  tablets
Moduxin MR,400 mg/250 ml solution  for infusion
Moex,tabl. 2 mg x 30
Moex,2 mg tablets
Mogilarta,"50 micrograms/actuation  nasal spray, suspension"
Mogilarta,1 mg/g cream
Mogilarta,1 mg/g cutaneius  solution
Molaxole,1 mg/g cream
Moloxin,220 mg film - coated  tablets
Moloxin,1 mg/g cream
Molsidomin,1 mg/g cream
Molsidomin  WZF,"0,1% w/w cream"
Momanose,"0, 1% w/w ointment"
Momederm,"50 micrograms/actuation  nasal soray, suspension"
Momederm,"0,1  % cream"
Momedern,"0,1 % ointment"
Momendol,"50 micrograms/actuation  nasal spray, suspension"
Momerid,4 mg chewable tablets
Mometasone  ABR,5 mg chewable tablets
Mometasone  Furoate Auden,10 mg flim - coated  tabl.
Mometasone  Furoate Auden,Capsule T 37 - 7400 MBq  hard capsule for therapeutic use
Mometasone  furoate Cipla,"0,37 - 36 MBq hard  capsule for diagnostic use"
Mometasone  Sandoz,"14,8-3700 MBq/ml oral  solution for therapeutic use"
Mometasone  Sandoz,37 - 7400 MBq hard  capsule for therapeutic use
Mometasone  Teva,10 mg film - coated  tablets
Monart,4 mg chewable tablets
Monart,5 mg chewable tablets
Monart,5 mg chewable tablets
Moniyot  - 131,10 mg chewable tablets
Moniyot  - 131 Capsule D,4 mg chewable tablets
MONIYOT-131,100 mg/ml solution for  injection/infusion
MONIYOT-131  Capsule T,10 mg tablets
Monkasta,20 mg tablets
Monkasta,"50 micrograms/ml еye  drops, solution"
Monkasta,50 micrograms/ml eye  drops solution in single - dose container
Monlucare,"20 mg/12,5 mg tablets"
Monlucare,10 mg film - coated tablets
Monlucare,4 mg chewable tablets
Monofer,5 mg chewable tablets
Monopril,10-40 GBq Radionuclide  generator
Monopril,4 mg chevabl tablets
Monoprost,5 mg chevabl tablets
Monoprost,4 mg granules
Monozide,10 mg film - coated  tablets
Montecon,10 mg film - coated tablets
Montecon,4 mg chewable tablets
Montecon,5 mg chewable tablets
Montek,10 mg film-coated  tablets
Montelex,4 mg chewable tablets
Montelex,5 mg chewable tablets
Montelex,10 mg film - coated  tablets
Montelex,10 mg film-coated tablets
Montelugen,4 mg chewable tablets
Montelukast Accord,5 mg chewable tablets
Montelukast Accord,10 mg chewable tablets
Montelukast Accord,4 mg chewable tablets
Montelukast  Cipla,5 mg chewable tablets
Montelukast  Cipla,3 g granules for oral  solution
Montelukast  Cipla,200 mg film - coated tablets
Montelukast  GSK,10 mg/ml solution for  injection
Montelukast  GSK,20 mg/ml solution for  injection
Montelukast  GSK,10 mg film - coated tablets
Montelukast Synthon,30 mg/5 ml syrup
Montelukast Synthon,"7,5 mg tablets"
Montelukast Synthon,"15 mg/1,5 ml solution  for injection"
Monural,15  mg tablets
Morivid,suppository
Morphine  Sopharma,"6,9 g powder for oral  solution"
Morphine  Sopharma,"6,9 g powder for oral  solution"
Motilium,powder for oral solution
Movalis,sulution inj. 15 mg.
Movalis,"15 mg/1,5 ml solution  for injection"
Movalis,15  mg tablets
Movalis,"7,5  mg tablets"
Movalis,400 mg film - coated  tablets
Movicol,400 mg/250 ml solution  for infusion
Movicol  Lax,400 mg film - coated tablets
Moviprep,"5 mg/ml eye drops,  solution"
Movix,5 mg/ml eye drops  solution
Movix,400 mg film - coated  tablets
Movix,400 mg film - coated  tablets
Movix,"0,3 mg film - coated  tablets"
Moxi,"0,4 mg film - coated  tablets"
Moxifloxacin  Kabi,0.2 mg  film - coated tablets
Moxifloxacin  Rivopharm,"0,2 mg film - coated  tablets"
Moxifloxacin  Rompharm,"0,4 mg film - coated  tablets"
Moxifloxan,"tabl. film 0,3 mg x 30"
Moxiquin,"0,2 mg film - coated  tablets"
Moxistad,"0,4 mg film - coated  tablets"
Moxogamma,10 mg modified - release  tablets
Moxogamma,30 mg modified - release  tablets
Moxogamma,60 mg modified - release  tablets
Moxonigen,100 mg modified -  release tablets
Moxonigen,20 mg lozenges
Moxotens,"3,25 g/5 g granules"
Moxotens,200 mg/30 mg film -  coated tablets
Moxotens,syrup
MST  Continus,15 mg/5 ml syrup
MST  Continus,30 mg/5 ml syrup
MST  Continus,"0,118% nasal spray,  solution"
MST  Continus,100 mg capsules soft
Mucoangin,154 mg/100 ml syrup
Mucofalk  Orange,erkaeltungs - balsam S
Mucogrip,oint. - 50 g; 20 g
Mucohelix,5g/100 g syrup
Mucolisin,30 mg tablets
Mucolisin,600 mg powder for oral  solution
Muconasal  Plus,500 mg/200 mg powder for  oral solution
Mucoplant  Anisol,15 mg/5 ml syrup
Mucoplant  cough syrup Ivy,30 mg/5 ml syrup
Mucoplant Eukalyptus,15 mg pastilles
Mucoplant  Eukalyptus Erkaeltungs-balsam S,30 mg tablets
Mucoplant Spitzwegerich  Hustensaft,"75 mg prolonged -  release capsules, hard"
Mucosin  Zentiva,3 million IU solution  for injection
Mucosoft,2 mmol/1 potassium  solution for haemodialysis/haemofiltration
Mucosoft  Complex,potassium - free  solution for haemodialysis/haemofiltration
Mucosolvan,20 mg/g ointment
Mucosolvan,20 mg/g nasal ointment
Mucosolvan,2 mg tablets
Mucosolvan,4 mg tablets
Mucosolvan  MAX,208 mg powder and  solvent for solution for infusion
Multiferon,1000 mg film - coated  tablets
MultiLac,250 mg film - coated  tablets
MultiLac,500 mg film - coated  tablets
Mupirodermal,750 mg film - coated  tablets
Mupironasal,8 % medicated nail  lacquer
Musant,"250 mg capsules, hard"
Musant,"150 mg capsules, hard"
Mustophoran,1% cream
Myakell,250 mg tablets
Myakell,125 mg tablets
Myakell,250 mg capsules
Myakell,500 mg film - coated  tablets
Mycodefen,500 mg film - coated  tablets
Mycofenolate  Mofetil Actavis,360 mg gastro -  resistant tablets
Mycomax,180 mg gastro - resistant  tablets
Myconafine,180 mg gastro -  resistant tablets
Myconafine,150 mg capsules
Myconafine,2 mg tablets
Mycophenolate Mofetil Accord,4 mg tablets
Mycophenolate  Mofetil Mylan,8 mg tablets
Mycophenolate  Mofetil Sandoz,"2,5 % eye drops,  solution"
Mycophenolic  Acid Accord,150 mg film - coated  tablets
Mycophenolic  Acid Accord,"0,2 mg/ml + 3,1 mg/ml +  10 mg/ml solution for injection"
Mycophenolic  Acid Teva,180 mg gastro -  resistant tablets
Mycosyst,360 mg gastro -  resistant tablets
Myden,2 mg film - coated  tablets
Myden,"0,23 mg powder for  solution for injection"
Myden,"0,23 mg kit for  radiopharmaceutical preparation"
Mydfrin,100 mg film-coated  tablets
Mydocalm,"120 mg gastro-resistant  capsules, soft"
Mydrane,"3 mg/0,02 mg film -  coated tablets"
Myfortic,
Myfortic,
Myleran,описание:
Myoview,"0,1% eye drops, solution"
Myoview,"11,6 mg/g gel"
Myprofen,1 % cream
Myrtol,50 mg gastro - resistant tablets
MYWY,"11,6 mg/g gel"
,75 mg/3 ml solution for  injection
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",75 mg modified - release  capsules
,100 mg prolonged -  release tablets
търговско  наименование:,550 mg film - coated  tablets
,275 mg film - coated  tablets
Naclof,550 mg film - coated  tablets
Naclofen,"sol. inj. 0,4 mg/ml - 1  ml x 10"
Nadixa,"0,4 mg/ml solution for  injection"
Naklofen,50 mg film - coated tablets
Naklofen,"2,5 mg solution for  injection in pre - filled syringe"
Naklofen,"7,5 mg solution for  injection in pre - filled syringe"
Naklofen  duo,10 mg solution for  injection in pre - filled syringe
Naklofen  SR,15 mg solution for  injection in pre - filled syringe
Nalgesin,30 mg powder and solv.
Nalgesin,"powd. inj. vial 0,5 mg x  5"
Nalgesin  Forte,"0,5 mg Kit for  radiopharmaceutical preparation"
Naloxon,100 mg film - coated  tablets
Naloxon WZF,200 mg film - coated  tablets
Naltrexone Accord,25 mg film - coated  tablets
Namaxir,300 mg film - coated  tablets
Namaxir,"1 mg/ml nasal drops,  solution"
Namaxir,250 mg tablets
Namaxir,"55 micrograms/dose nasal  spray, suspension"
Naniprus,spray nas. 55 mcg/dose -  120 doses
Nanocoll,"spray nas. 5% / 0,1 %"
Nanocoll,"5%/0,l% nasal spray,  solution"
Nantarid,"5%/0,05% nasal spray,  solution"
Nantarid,"oral drops, solution"
Nantarid,"50 micrograms/actuation,  nasal spray, suspension"
Nantarid,"50 micrograms/actuation  nasal spray, suspension"
Napha-nasal  Adipharm,"0,9% solution for  infusion"
Naproxen  Actavis,100 mg/ml solution for  injection
Nasacort,9 mg/ ml solution for  injection
Nasacort  AQ,"0,9 mg/ml solution for  infusion"
Nasic,"0,9% solution for  infusion"
Nasic,"0,9% solution for  infusion"
Nasic  Kids,"0,9 % + Glucose 5  % B. Braun solution for infusion"
Naso - Heel S,"sol. inf. 0,9% - 500 ml  x 1"
Nasonex,"1,5 mg/5 mg modified -  release tablets"
Nasostad,"1,5 mg/10 mg modified -  release tablets"
Natrii  Chloridum Biopharm,tabl. 210 mg x 30
Natrium  Bromatum Sopharma,"80 mg capsule, soft"
Natrium  Chloratum Sopharma,10 mg/ml concentrate for  solution for infusion
Natrium  Chlorid Alkaloid,"20 mg capsules, soft"
Natrium  Chlorid Braun,"30 mg capsules, soft"
Natrium  Chlorid Braun,5 mg capsules
Natrium  Chloride,1 mg/ml solution for  injection
"Natrium  Chloride 0,9% + Glucose 5% Actavis","0,25 mg/ ml nasal drops,  solution"
Natrixam,"0,5 mg/ml nasal drops,  solution"
Natrixam,5 mg tablets
Natural  Senna Laxative,5 mg tablets
Navelbine,5 mg tablets
Navelbine,250 mg/ml solution for  injection
Navelbine,5 mg tablets
Navelbine,5  mg tablets
Navoban,"5 mg/12,5 mg film -  coated tablets"
Navoban,5 mg/25 mg film - coated  tablets
Nazopass,5 mg tablets
Nazopass,5 mg tablets
Nebacop,5 mg tablets
Nebicard,5 mg tablets
Nebicor,5 mg tablets
Nebido,5 mg tablets
Nebilan,"5 mg/12,5 mg film -  coated tablets"
Nebilet,"5 mg/12,5 mg film -  coated tablets"
Nebilet  Plus,5 mg tablets
Nebilet  Plus,"1,5 mg tablet"
Nebitrix,100 mg/100 mg/1 mg/20  mg/2 ml solution for injection
Nebivocon,"0,5 ml suspension for  injection in pre - filled syringe"
Nebivolol  - Teva,500 mg tablets
Nebivolol  Actavis,coated tablets
Nebivolol  Ecopharm,"1,20 mg/0,60 mg/5,90 mg  lozenges"
Nebivolol  Sandoz,"1,20 mg/0,60 mg/5,90 mg  lozenges"
Nebivolol/Hydrochlorothiazide  Accord,"1,20 mg/0,60 mg/5,90 mg  lozenges"
Nebivolol/Hydrochlorothiazide  Teva,"1,20 mg/0,60 mg/5,72 mg  lozenges"
Nebizita,15 mg lozenges
Nebremel,5 mg/1 mg compressed  lozenges
Neiraxin  В,"2 mg/ml + 0,5 mg/ml  oromucosal spray, solution"
NeisVac-C,5 mg/1 mg compressed  lozenges
Nelidix,500 mg/125 mg film -  coated tablets
Nelladel Complex,875 mg/125 mg film - coated tablets
Neo  - Angin,tabl. loz. x 24
Neo - Angin Cherry,1.20 mg/0.60 mg/5.90 mg  lozenges
Neo  - Angin Sage,1.20 mg/0.60 mg/5.90 mg  lozenges
Neo  - Angin Sugar Free,15mg tablets
Neo  - Bronchin,400 mg film - coated  tablets
Neo  Tyrcine Lemon,tabl. 5 mg x 30
Neo  Tyrcine Menthol,tabl. 10 mg x 30
Neo  Tyrcine Menthol,75 mg/30 mg solution for  infusion
Neoamoclav,500 mg film - coated  tablets
Neoamoclav,500 mg film - coated  tablets
Neo-angin,850 mg film - coated  tablets
Neo-angin  cherry,250 mg film - coated  tablets
Neo-Angin  sage,500 mg film - coated  tablets
Neoaripi,1 mg tablets
Neocef,2 mg tablets
Neodipin  Bes - T,3 mg tablets
Neodipin  Bes - T,4 mg tablets
Neodolpasse,2 mg tablets
Neofloxacin,"0,5 mg tablets"
Neoformin,1 mg tablets
Neoformin,"spray cut. 11,72 mg/g"
Neofuroxime,"11,72 mg/g cutaneous  spray, suspension"
Neofuroxime,"tabl. film 2,5 mg x 30"
Neoglim,"1,5 mg prolonged - release  tablets"
Neoglim,"225 ppm mol/mol  medicinal gas, complressed"
Neoglim,"450 ppm mol/mol  medicinal gas, compressed"
Neoglim,"1000 ppm mol/mol  medicinal gas, compressed"
Neoglinid,10 mg tablets
Neoglinid,5 mg tablets
Neoglinid,1 mg film - coated  tablets
Neomycinum,2 mg film - coated  tablets
Neomycinum  TN,3 mg film - coated  tablets
Neopamid,4 mg film - coated  tablets
Neopamid  SR,10 mg film - coated  tablets
Neophyr,20 mg film - coated  tablets
Neophyr,40 mg film - coated  tablets
Neophyr,20 mg film - coated  tablets
Neorami,"20 mg/12,5 mg film - coated  tablets"
Neorami,"40 mg/12,5 mg film - coated  tablets"
Neorisp  1,10 mg film - coated  tablets
Neorisp 2,20 mg film - coated  tablets
Neorisp 3,40 mg film - coated  tablets
Neorisp 4,60 mg prolonged -  release tablets
Neoroso,20 mg tablets
Neoroso,40 mg tablets
Neosara,20 mg concentrate sol  infus.
Neosara,"10 mg capsules, hard"
Neosara-Co,"25 mg capsules, hard"
Neosara-Co,35 mg modified - release  tablets
Neosimva,100 mg film - coated  tablets
Neosimva,400 mg film - coated  tablets
Neosimva,10 mg coated tablets
Neosorbid,2 mg prolonged - release  tablets
Neosorbid,3 mg prolonged - release  tablets
Neosorbid,4 mg prolonged - release  tablets
Neotecan,8 mg prolonged - release  tablets
Neotigason,tabl. x 50
Neotigason,"50 micrograms/100  micrograms/dose inhalation powder, pre - dispensed"
Neotri  MR,"50 micrograms/250  micrograms/dose inhalation powder, pre - dispensed"
Neoxell,"50 micrograms/500  micrograms/dose inhalation powder, pre - dispensed"
Neoxell,48 MU solution for injection
Nergolin,30 MU solution for injection
Nervamat,48 MU solution for  injection in pre - filled syringe
Nervamat,30 MU solution for  injection in pre - filled syringe
Nervamat,tablets
Nervamat,"15 mg/10 mg/0,02 mg film  - coated tablets"
Nervoheel  N,25 mg film-coated  tablets
Neuair  Airmaster,"600 mg capsules, soft"
Neuair  Airmaster,"100 mg capsules, hard"
Neuair  Airmaster,"300 mg capsules, hard"
Neupogen,"400 mg capsules, hard"
Neupogen,tabl. 200 mg x 50
Neupogen  Singleject,300 mg prolonged -  release tablets
Neupogen  Singleject,600 mg prolonged -  release tablets
Neurexan,5 mg tablets
Neurobex,"5 mg/12,5 mg film - coated  tablets"
Neurolax,"40 mg gastro - resistant  capsules, hard"
Neurolipon-MIP,"20 mg gastro - resistant  capsules, hard"
Neurontin,10 mg gastro - resistant  granules for oral suspension
Neurontin,40 mg powder for  solution for injection/infusion
Neurontin,20 mg gastro-resistant  tablets
Neurotop,40 mg gastro-resistant  tablets
Neurotop  Retard,"0,4 mg/ml solution for  injection or infusion"
Neurotop  Retard,20 mg gastro-resistant  tablets
Nevolen,40 mg gastro - resistant  tablets
Nevotens  Plus,100 mg hard capsules
Nexetin,400 mg hard capsules
Nexetin,"1 mg/spray oromucosal  spray,solution"
Nexium,10 mg/16 h transdermal  patch
Nexium,15 mg/16 h transdermal  patch
Nexium,25 mg/16 h transdermal  patch
Nexium,med. chewing-gum 2 mg x  12; x 15; x 24; x 30; x 48; x 90; x 96; x 105; x 204; x 210
Nexodal,chewing-gum med. 4 mg x  12; x 15; x 24; x 30; x 48; x 90; x 96; x 105; x 204; x 210
Nexopral,"1 mg/spray, oromucosal  spray,solution"
Nexopral,2 mg medicated chewing  gum
Nibix,4 mg medicated chewing  gum
Nibix,trans. patches 10 mg\16  h x 7; x 14
Nicorette  Berrymint,trans. patches 15 mg\16  h x 7; x 14
Nicorette  Clear,"1 mg/spray, oromucosal  spray, solution"
Nicorette  Clear,patch x 7
Nicorette  Clear,patch x 7
Nicorette  Freshmint,patch x 7
Nicorette  Freshmint,10 mg coated tablets
Nicorette Freshmint,30 mg prolonged -  release tablets
Nicorette  Icemint,60 mg prolonged -  release tablets
Nicorette  Icemint,100 mg tablets
Nicorette  Invisipatch,100 mg granules for oral  suspension
Nicorette  Invisipatch,30 mg film - coated  tablets
Nicorette  Spray,10 mg/50 ml solution for  infusion
Nicotinell  14 mg/24 h,"100% v/v medicinal gas,  liquefied"
Nicotinell  21 mg/24 h,"100 % v/v medicinal gas,  liquefied"
Nicotinell  7 mg/24 h,20 mg tablets
Nifedipin  Actavis,"0,5 mg sublingual  tablets"
Nifedipin  SR Actavis,1 mg/ ml solution for  infusion
Nifedipin  SR Actavis,"0,4 mg/dose sublingual  spray"
Nimed,10 mg tablets
Nimesil,1 mg/ml solution for  infusion
Nimotop  S,gas inh. 96% - 7 kg; 9  kg
Nimotop  S,"100% v/v medical gas,  liquefied"
Nintrous  Medicinal SOL,"100 % medicinal gas,  liquefied"
NIONTIX,"250 mg capsules, soft"
Nitrendipin  Actavis,1 mg/ml solution for  injection
Nitrocor,"2,5 mg/ml solution for  injection"
Nitroglycerin PH&T,5 mg/ml solution for  injection
Nitrolingual  Spray,10 mg/ml solution for  injection
Nitrolong,10 mg tablets
Nitronal  Aqueous,5 mg tablets
Nitrous  Oxide,200 mg tablets
Nitrous oxide Medicinal SOL,2 % cream
Nitrous  Oxide Messer,2% shampoo
Nitroxolin-MIP Forte,20 mg gastro - resistant  tablets
Nivalin,40 mg gastro - resistant  tablets
Nivalin,50 mg orodispersible  tablets
Nivalin,100 mg tablets
Nivalin,50 mg tablets
Nivalin,"0,1 mg tablets"
Nivalin,"0,2 mg tablets"
Nizoral,"20 mg/ml eye drops,  solution"
Nizoral,25 micrograms oral  lyophilisate
Nizoral,50 micrograms oral  lyophilisate
Noacid,750 mg film - coated tablets
Noacid,100 mg/ml oral solution
Noax,250 mg film - coated  tablets
Noclaud,500 mg film - coated  tablets
Noclaud,1000 mg film - coated  tablets
Noctissin,"7,5 mg tablets"
Noctissin,15 mg tablets
Nodom,100 mg hard capsules
Nodurna,140 mg hard capsules
Nodurna,180 mg hard capsules
Noepix,20 mg hard capsules
Noepix,250 mg hard capsules
Noepix,5 mg hard capsules
Noepix,400 mg film - coated tablets
Noepix,"5 mg/1,25 mg film -  coated tablets"
Noflamen,"2,5 mg/0,625 mg film -  coated tablets"
Noflamen,"10 mg/2,5 mg film - coated  tablets"
Nogron,"2,5 mg/0,625 mg film -  coated tablets"
Nogron,"5 mg/1,25 mg film -  coated tablets"
Nogron,"8 mg/2,5 mg tablets"
Nogron,20 mg gastro - resistant  tablets
Nogron,40 mg gastro - resistant  tablets
Nogron,40 mg powder for  solution for injection
Nolicin,20 mg gastro - resistant  tablets
Noliprel,10 mg film - coated tablets
Noliprel,3 g/ 15 ml solution for  injection
Noliprel  Bi-Forte,2 400 granules for oral  solution
Noliprel  Forte,800 mg film - coated  tablets
Noliprel  Forte,1200 mg film - coated  tablets
Noliterax,12 g/60 ml solution for  infusion
Nolpaza,10 mg tablets
Nolpaza,5 mg tablets
Nolpaza,"5 mg/1,5 ml, solution  for injection in catridge"
Nolpaza  Control,1 mg/ml concentrate for  solution for infusion
Nolvadex,1000 mg film - coated  tablets
Nootropil,500 mg film - coated  tablets
Nootropil,850 mg film - coated  tablets
Nootropil,"0,5% eye drops, solution"
Nootropil,250 mg film - coated  tablets
Nootropil,750 mg film - coated  tablets
Nordipin,1000 mg film - coated  tablets
Nordipin,500 mg film - coated tablets
Norditropin  SimpleXx,gran. 100 mg/5ml - 60 ml
Norepinephrine Sopharma,200 mg film - coated  tablets
Normaglyc,200 mg/10 ml granules  for oral suspension
Normaglyc,5 mg film - coated tablets
Normaglyc,"7,5 mg film - coated tablets"
Normatin,80 mg tablets
Normeg,30 mg modified - release  tablets
Normeg,60 mg modified - release  tablets
Normeg,10 mg tablets
Normeg,5 mg tablets
Normix,25 microgs  + 50 microgs tablets
Normix,75 microgs  tablets
Normix,150 microgs  tablets
Normobradine,cutaneous powder
Normobradine,cutaenus powder
Normodiab,powd. cut. 10 g
Normodiab  MR,160 mg film - coated  tablets
Normodiab  MR,80 mg film - coated  tablets
Normodipine,160 mg film - coated  tablets
Normodipine,40 mg film - coated  tablets
Norprolac,80 mg film - coated  tablets
Norprolac,5 mg/80 mg film - coated  tablets
Norprolac,10 mg/160 mg film-coated  tablets
Norsulfazol Kupro,5 mg/160 mg film-coated  tablets
Norsulfazol  Toni -M,5  mg tablets
Norsulfazol  VT,10  mg tablets
Nortivan,20 mg/ml solution for  injection
Nortivan,40 mg tablets
Nortivan  Neo,40 mg film - coated  tablets
Nortivan  Neo,80 mg film - coated tablets
Nortivan  Neo,400 mg/ 100 mg film -  coated tablets
NORTIVANCOMBI,film - coated tablets
NORTIVANCOMBI,tabl. film 100 mg x 20;  x 40
NORTIVANCOMBI,tabl.flim 28 150 mocrogramas
Norvasc,tabl. film 3 x 21
Norvasc,150 micrograms/20  micrograms film - coated tablets
No-Spa,150 micrograms/20  micrograms film - coated tablets
No-Spa,"1,5 mg tablet"
No-Spa  Comfort,200 mg medicated plaster
No-Spa  Max,200 mg coated tablets
Nospalgin,200 mg orodispersible  tablets
Novofem,200 mg orodispersible  tablets
Novphyllin,200 mg soft capsules
Novynette,"400 mg capsules, soft"
Novynette,512 mg coated tablets
Novynette,61 mg suppositories
Novynette  28,125 mg suppositories
Nulsora,200 mg/5 ml oral  suspension
Nurofen,200 mg/5 ml oral  suspension
Nurofen,100 mg/5 ml oral  suspension
Nurofen  Active,100 mg/5 ml oral  suspension
Nurofen  Active,100 mg/5 ml oral  suspension
